game_id,date,home_team,home_score,away_team,away_score,win_score,lose_score,win_team,lose_team,win_points,lose_points,win_point_diff,lose_point_diff
946,2009-04-25,Palestine,4,Maldives,0,4,0,Palestine,Maldives,1308,965,343,-343
947,2009-04-27,Maldives,0,Uzbekistan,5,5,0,Uzbekistan,Maldives,1501,965,536,-536
948,2009-04-27,Palestine,1,Kyrgyz Republic,4,4,1,Kyrgyz Republic,Palestine,1233,1308,-75,75
949,2009-04-29,Uzbekistan,5,Palestine,0,5,0,Uzbekistan,Palestine,1501,1308,193,-193
950,2009-04-29,Jordan,9,Maldives,0,9,0,Jordan,Maldives,1401,965,436,-436
951,2009-05-01,Jordan,5,Palestine,0,5,0,Jordan,Palestine,1401,1308,93,-93
952,2009-05-01,Kyrgyz Republic,0,Uzbekistan,2,2,0,Uzbekistan,Kyrgyz Republic,1501,1233,268,-268
953,2009-05-03,Maldives,0,Kyrgyz Republic,2,2,0,Kyrgyz Republic,Maldives,1233,965,268,-268
954,2009-05-03,Uzbekistan,2,Jordan,2,2,2,Uzbekistan,Jordan,1501,1401,100,-100
955,2009-07-04,Thailand,6,Uzbekistan,1,6,1,Thailand,Uzbekistan,1594,1502,92,-92
956,2009-07-04,Vietnam,10,Kyrgyz Republic,1,10,1,Vietnam,Kyrgyz Republic,1625,1233,392,-392
957,2009-07-06,IR Iran,1,Uzbekistan,4,4,1,Uzbekistan,IR Iran,1502,1468,34,-34
958,2009-07-06,Hong Kong,2,Kyrgyz Republic,0,2,0,Hong Kong,Kyrgyz Republic,1368,1233,135,-135
959,2009-07-08,Thailand,8,IR Iran,1,8,1,Thailand,IR Iran,1594,1468,126,-126
960,2009-07-08,Vietnam,7,Hong Kong,0,7,0,Vietnam,Hong Kong,1625,1368,257,-257
961,2009-07-10,Chinese Taipei,0,Jordan,1,1,0,Jordan,Chinese Taipei,1453,1611,-158,158
962,2009-07-12,Myanmar,3,Jordan,0,3,0,Myanmar,Jordan,1523,1453,70,-70
963,2009-07-14,Chinese Taipei,2,Myanmar,5,5,2,Myanmar,Chinese Taipei,1523,1611,-88,88
964,2009-08-23,Ukraine,0,Netherlands,2,2,0,Netherlands,Ukraine,1844,1860,-16,16
965,2009-08-23,Finland,1,Denmark,0,1,0,Finland,Denmark,1836,2018,-182,182
966,2009-08-24,Germany,4,Norway,0,4,0,Germany,Norway,2119,1972,147,-147
967,2009-08-24,Iceland,1,France,3,3,1,France,Iceland,1982,1833,149,-149
968,2009-08-25,Italy,2,England,1,2,1,Italy,England,1928,1973,-45,45
969,2009-08-25,Sweden,3,Russia,0,3,0,Sweden,Russia,2100,1864,236,-236
970,2009-08-26,Ukraine,1,Denmark,2,2,1,Denmark,Ukraine,2018,1860,158,-158
971,2009-08-26,Finland,2,Netherlands,1,2,1,Finland,Netherlands,1836,1844,-8,8
972,2009-08-27,France,1,Germany,5,5,1,Germany,France,2119,1982,137,-137
973,2009-08-27,Iceland,0,Norway,1,1,0,Norway,Iceland,1972,1833,139,-139
974,2009-08-28,Italy,0,Sweden,2,2,0,Sweden,Italy,2100,1928,172,-172
975,2009-08-28,England,3,Russia,2,3,2,England,Russia,1973,1864,109,-109
976,2009-08-29,Finland,0,Ukraine,1,1,0,Ukraine,Finland,1860,1836,24,-24
977,2009-08-29,Denmark,1,Netherlands,2,2,1,Netherlands,Denmark,1844,2018,-174,174
978,2009-08-30,Germany,1,Iceland,0,1,0,Germany,Iceland,2119,1833,286,-286
979,2009-08-30,Norway,1,France,1,1,1,Norway,France,1972,1982,-10,10
980,2009-08-31,Russia,0,Italy,2,2,0,Italy,Russia,1928,1864,64,-64
981,2009-08-31,Sweden,1,England,1,1,1,Sweden,England,2100,1973,127,-127
982,2009-09-03,Finland,2,England,3,3,2,England,Finland,1973,1836,137,-137
983,2009-09-03,Netherlands,0,France,0,0,0,Netherlands,France,1844,1982,-138,138
984,2009-09-04,Germany,2,Italy,1,2,1,Germany,Italy,2119,1928,191,-191
985,2009-09-04,Sweden,1,Norway,3,3,1,Norway,Sweden,1972,2100,-128,128
986,2009-09-06,England,2,Netherlands,1,2,1,England,Netherlands,1973,1844,129,-129
987,2009-09-07,Germany,3,Norway,1,3,1,Germany,Norway,2119,1972,147,-147
988,2009-09-10,England,2,Germany,6,6,2,Germany,England,2119,1973,146,-146
989,2010-02-24,China PR,1,Finland,1,1,1,China PR,Finland,1938,1846,92,-92
990,2010-02-24,Germany,4,Denmark,0,4,0,Germany,Denmark,2149,1955,194,-194
991,2010-02-24,USA,2,Iceland,0,2,0,USA,Iceland,2210,1822,388,-388
992,2010-02-24,Norway,2,Sweden,2,2,2,Norway,Sweden,2001,2067,-66,66
993,2010-02-24,Portugal,5,Faroe Islands,0,5,0,Portugal,Faroe Islands,1566,1362,204,-204
994,2010-02-24,Romania,2,Austria,0,2,0,Romania,Austria,1583,1572,11,-11
995,2010-02-24,Scotland,1,Netherlands,4,4,1,Netherlands,Scotland,1838,1726,112,-112
996,2010-02-24,New Zealand,1,Italy,0,1,0,New Zealand,Italy,1748,1947,-199,199
997,2010-02-24,England,1,South Africa,0,1,0,England,South Africa,1977,1409,568,-568
998,2010-02-24,Canada,2,Switzerland,1,2,1,Canada,Switzerland,1939,1660,279,-279
999,2010-02-26,Denmark,0,China PR,2,2,0,China PR,Denmark,1938,1955,-17,17
1000,2010-02-26,Germany,7,Finland,0,7,0,Germany,Finland,2149,1846,303,-303
1001,2010-02-26,Norway,1,USA,2,2,1,USA,Norway,2210,2001,209,-209
1002,2010-02-26,Iceland,1,Sweden,5,5,1,Sweden,Iceland,2067,1822,245,-245
1003,2010-02-26,Portugal,0,Romania,0,0,0,Portugal,Romania,1566,1583,-17,17
1004,2010-02-26,Austria,3,Faroe Islands,0,3,0,Austria,Faroe Islands,1572,1362,210,-210
1005,2010-02-26,Italy,2,Scotland,0,2,0,Italy,Scotland,1947,1726,221,-221
1006,2010-02-26,Netherlands,1,New Zealand,1,1,1,Netherlands,New Zealand,1838,1748,90,-90
1007,2010-02-26,Switzerland,3,South Africa,1,3,1,Switzerland,South Africa,1660,1409,251,-251
1008,2010-02-27,England,0,Canada,1,1,0,Canada,England,1939,1977,-38,38
1009,2010-03-01,China PR,0,Germany,5,5,0,Germany,China PR,2149,1938,211,-211
1010,2010-03-01,Denmark,2,Finland,1,2,1,Denmark,Finland,1955,1846,109,-109
1011,2010-03-01,USA,2,Sweden,0,2,0,USA,Sweden,2210,2067,143,-143
1012,2010-03-01,Iceland,2,Norway,3,3,2,Norway,Iceland,2001,1822,179,-179
1013,2010-03-01,Faroe Islands,1,Romania,5,5,1,Romania,Faroe Islands,1583,1362,221,-221
1014,2010-03-01,Portugal,2,Austria,1,2,1,Portugal,Austria,1566,1572,-6,6
1015,2010-03-01,New Zealand,3,Scotland,0,3,0,New Zealand,Scotland,1748,1726,22,-22
1016,2010-03-01,Italy,1,Netherlands,1,1,1,Italy,Netherlands,1947,1838,109,-109
1017,2010-03-01,South Africa,1,Canada,2,2,1,Canada,South Africa,1939,1409,530,-530
1018,2010-03-01,England,2,Switzerland,2,2,2,England,Switzerland,1977,1660,317,-317
1019,2010-03-03,Austria,6,Faroe Islands,0,6,0,Austria,Faroe Islands,1572,1362,210,-210
1020,2010-03-03,Portugal,0,Iceland,3,3,0,Iceland,Portugal,1822,1566,256,-256
1021,2010-03-03,Finland,0,Romania,1,1,0,Romania,Finland,1583,1846,-263,263
1022,2010-03-03,Denmark,2,Norway,1,2,1,Denmark,Norway,1955,2001,-46,46
1023,2010-03-03,China PR,0,Sweden,2,2,0,Sweden,China PR,2067,1938,129,-129
1024,2010-03-03,Germany,2,USA,3,3,2,USA,Germany,2210,2149,61,-61
1025,2010-03-03,Suriname,1,St Vincent and the Grenadines,0,1,0,Suriname,St Vincent and the Grenadines,1189,1035,154,-154
1026,2010-03-03,South Africa,1,Scotland,2,2,1,Scotland,South Africa,1726,1409,317,-317
1027,2010-03-03,England,3,Italy,2,3,2,England,Italy,1977,1947,30,-30
1028,2010-03-03,Netherlands,4,Switzerland,0,4,0,Netherlands,Switzerland,1838,1660,178,-178
1029,2010-03-03,New Zealand,0,Canada,1,1,0,Canada,New Zealand,1939,1748,191,-191
1030,2010-03-05,Guyana,2,Suriname,0,2,0,Guyana,Suriname,1346,1189,157,-157
1031,2010-03-06,Senegal,0,Morocco,0,0,0,Senegal,Morocco,1277,1366,-89,89
1032,2010-03-06,Ethiopia,1,Tanzania,3,3,1,Tanzania,Ethiopia,829,1111,-282,282
1033,2010-03-07,Namibia,2,Angola,1,2,1,Namibia,Angola,1017,1184,-167,167
1034,2010-03-07,Botswana,0,Congo DR,2,2,0,Congo DR,Botswana,1167,688,479,-479
1035,2010-03-07,Gabon,1,Côte d'Ivoire,2,2,1,Côte d'Ivoire,Gabon,1334,1031,303,-303
1036,2010-03-07,Guinea,3,Sierra Leone,2,3,2,Guinea,Sierra Leone,1054,1132,-78,78
1037,2010-03-07,Guyana,1,St Vincent and the Grenadines,0,1,0,Guyana,St Vincent and the Grenadines,1346,1035,311,-311
1038,2010-03-10,Antigua and Barbuda,1,St Lucia,2,2,1,St Lucia,Antigua and Barbuda,1061,761,300,-300
1039,2010-03-12,US Virgin Islands,0,St Lucia,7,7,0,St Lucia,US Virgin Islands,1061,852,209,-209
1040,2010-03-14,Antigua and Barbuda,3,US Virgin Islands,1,3,1,Antigua and Barbuda,US Virgin Islands,761,852,-91,91
1041,2010-03-17,St Kitts and Nevis,2,Dominica,0,2,0,St Kitts and Nevis,Dominica,974,936,38,-38
1042,2010-03-19,Congo DR,5,Botswana,2,5,2,Congo DR,Botswana,1167,703,464,-464
1043,2010-03-19,Côte d'Ivoire,3,Gabon,1,3,1,Côte d'Ivoire,Gabon,1334,1031,303,-303
1044,2010-03-19,Puerto Rico,7,St Kitts and Nevis,0,7,0,Puerto Rico,St Kitts and Nevis,1093,974,119,-119
1045,2010-03-21,Angola,1,Namibia,1,1,1,Angola,Namibia,1164,1037,127,-127
1046,2010-03-21,Puerto Rico,6,Dominica,0,6,0,Puerto Rico,Dominica,1093,936,157,-157
1047,2010-03-26,Dominican Republic,3,Turks and Caicos Islands,1,3,1,Dominican Republic,Turks and Caicos Islands,1239,704,535,-535
1048,2010-03-28,Turks and Caicos Islands,0,Haiti,5,5,0,Haiti,Turks and Caicos Islands,1398,704,694,-694
1049,2010-03-28,Barbados,3,Anguilla,0,3,0,Barbados,Anguilla,979,697,282,-282
1050,2010-03-30,Dominican Republic,1,Haiti,2,2,1,Haiti,Dominican Republic,1398,1239,159,-159
1051,2010-03-30,Anguilla,2,Grenada,0,2,0,Anguilla,Grenada,697,1029,-332,332
1052,2010-04-01,Barbados,4,Grenada,0,4,0,Barbados,Grenada,979,1029,-50,50
1053,2010-04-20,El Salvador,9,Belize,0,9,0,El Salvador,Belize,1106,882,224,-224
1054,2010-04-22,Guatemala,2,El Salvador,1,2,1,Guatemala,El Salvador,1300,1106,194,-194
1055,2010-04-24,Guatemala,5,Belize,1,5,1,Guatemala,Belize,1300,882,418,-418
1056,2010-04-26,Nicaragua,2,Honduras,1,2,1,Nicaragua,Honduras,1161,1198,-37,37
1057,2010-04-28,Honduras,0,Costa Rica,2,2,0,Costa Rica,Honduras,1518,1198,320,-320
1058,2010-04-30,Nicaragua,0,Costa Rica,2,2,0,Costa Rica,Nicaragua,1518,1161,357,-357
1059,2010-05-10,Guyana,3,Barbados,0,3,0,Guyana,Barbados,1346,979,367,-367
1060,2010-05-10,Trinidad and Tobago,6,St Lucia,1,6,1,Trinidad and Tobago,St Lucia,1536,1061,475,-475
1061,2010-05-11,Cuba,4,Puerto Rico,3,4,3,Cuba,Puerto Rico,1166,1093,73,-73
1062,2010-05-11,Antigua and Barbuda,1,Haiti,4,4,1,Haiti,Antigua and Barbuda,1398,761,637,-637
1063,2010-05-12,St Lucia,0,Guyana,8,8,0,Guyana,St Lucia,1346,1061,285,-285
1064,2010-05-12,Trinidad and Tobago,5,Barbados,0,5,0,Trinidad and Tobago,Barbados,1536,979,557,-557
1065,2010-05-13,Haiti,3,Cuba,0,3,0,Haiti,Cuba,1398,1166,232,-232
1066,2010-05-13,Puerto Rico,8,Antigua and Barbuda,0,8,0,Puerto Rico,Antigua and Barbuda,1093,761,332,-332
1067,2010-05-14,Barbados,4,St Lucia,3,4,3,Barbados,St Lucia,979,1061,-82,82
1068,2010-05-14,Trinidad and Tobago,3,Guyana,0,3,0,Trinidad and Tobago,Guyana,1536,1346,190,-190
1069,2010-05-15,Haiti,2,Puerto Rico,0,2,0,Haiti,Puerto Rico,1398,1093,305,-305
1070,2010-05-15,Cuba,6,Antigua and Barbuda,1,6,1,Cuba,Antigua and Barbuda,1166,761,405,-405
1071,2010-05-19,Australia,2,Vietnam,0,2,0,Australia,Vietnam,1909,1638,271,-271
1072,2010-05-19,China PR,0,Korea Republic,0,0,0,China PR,Korea Republic,1937,1794,143,-143
1073,2010-05-20,Korea DPR,3,Thailand,0,3,0,Korea DPR,Thailand,2015,1600,415,-415
1074,2010-05-20,Japan,8,Myanmar,0,8,0,Japan,Myanmar,2015,1542,473,-473
1075,2010-05-21,Congo DR,0,Cameroon,2,2,0,Cameroon,Congo DR,1300,1167,133,-133
1076,2010-05-21,Korea Republic,1,Australia,3,3,1,Australia,Korea Republic,1909,1794,115,-115
1077,2010-05-21,China PR,5,Vietnam,0,5,0,China PR,Vietnam,1937,1638,299,-299
1078,2010-05-22,Algeria,1,Tunisia,1,1,1,Algeria,Tunisia,1339,1320,19,-19
1079,2010-05-22,Senegal,0,Ghana,1,1,0,Ghana,Senegal,1523,1275,248,-248
1080,2010-05-22,Thailand,0,Japan,4,4,0,Japan,Thailand,2015,1600,415,-415
1081,2010-05-22,Myanmar,0,Korea DPR,2,2,0,Korea DPR,Myanmar,2015,1542,473,-473
1082,2010-05-23,Namibia,1,Equatorial Guinea,5,5,1,Equatorial Guinea,Namibia,1338,1037,301,-301
1083,2010-05-23,Côte d'Ivoire,1,Nigeria,2,2,1,Nigeria,Côte d'Ivoire,1652,1334,318,-318
1084,2010-05-23,Guinea,0,Mali,2,2,0,Mali,Guinea,1282,1054,228,-228
1085,2010-05-23,Tanzania,8,Eritrea,1,8,1,Tanzania,Eritrea,866,NA,NA,NA
1086,2010-05-23,China PR,1,Australia,0,1,0,China PR,Australia,1937,1909,28,-28
1087,2010-05-23,Vietnam,0,Korea Republic,5,5,0,Korea Republic,Vietnam,1794,1638,156,-156
1088,2010-05-24,Korea DPR,1,Japan,2,2,1,Japan,Korea DPR,2015,2015,0,0
1089,2010-05-24,Myanmar,0,Thailand,2,2,0,Thailand,Myanmar,1600,1542,58,-58
1090,2010-05-27,Japan,0,Australia,1,1,0,Australia,Japan,1909,2015,-106,106
1091,2010-05-27,China PR,0,Korea DPR,1,1,0,Korea DPR,China PR,2015,1937,78,-78
1092,2010-05-30,China PR,0,Japan,2,2,0,Japan,China PR,2022,1945,77,-77
1093,2010-05-30,Australia,1,Korea DPR,1,1,1,Australia,Korea DPR,1916,2015,-99,99
1094,2010-06-05,Tunisia,0,Algeria,1,1,0,Algeria,Tunisia,1332,1327,5,-5
1095,2010-06-05,Cameroon,3,Congo DR,0,3,0,Cameroon,Congo DR,1317,1149,168,-168
1096,2010-06-05,Nigeria,3,Côte d'Ivoire,1,3,1,Nigeria,Côte d'Ivoire,1656,1331,325,-325
1097,2010-06-05,Mali,1,Guinea,2,2,1,Guinea,Mali,1043,1293,-250,250
1098,2010-06-05,Eritrea,3,Tanzania,3,3,3,Eritrea,Tanzania,NA,873,NA,NA
1099,2010-06-06,Ghana,3,Senegal,0,3,0,Ghana,Senegal,1531,1294,237,-237
1100,2010-06-26,Cuba,1,Guyana,0,1,0,Cuba,Guyana,1168,1346,-178,178
1101,2010-07-03,Guyana,3,Cuba,1,3,1,Guyana,Cuba,1346,1168,178,-178
1102,2010-09-29,New Zealand,14,Vanuatu,0,14,0,New Zealand,Vanuatu,1752,1208,544,-544
1103,2010-09-29,Cook Islands,1,Tahiti,0,1,0,Cook Islands,Tahiti,1087,1258,-171,171
1104,2010-09-30,Papua New Guinea,3,Fiji,0,3,0,Papua New Guinea,Fiji,1414,1335,79,-79
1105,2010-09-30,Solomon Islands,4,Tonga,0,4,0,Solomon Islands,Tonga,1194,1392,-198,198
1106,2010-10-01,Tahiti,5,Vanuatu,1,5,1,Tahiti,Vanuatu,1258,1208,50,-50
1107,2010-10-01,New Zealand,10,Cook Islands,0,10,0,New Zealand,Cook Islands,1752,1087,665,-665
1108,2010-10-02,Tonga,2,Fiji,1,2,1,Tonga,Fiji,1392,1335,57,-57
1109,2010-10-02,Solomon Islands,1,Papua New Guinea,2,2,1,Papua New Guinea,Solomon Islands,1414,1194,220,-220
1110,2010-10-03,New Zealand,7,Tahiti,0,7,0,New Zealand,Tahiti,1752,1258,494,-494
1111,2010-10-03,Vanuatu,0,Cook Islands,2,2,0,Cook Islands,Vanuatu,1087,1208,-121,121
1112,2010-10-04,Tonga,0,Papua New Guinea,3,3,0,Papua New Guinea,Tonga,1414,1392,22,-22
1113,2010-10-04,Fiji,0,Solomon Islands,0,0,0,Fiji,Solomon Islands,1335,1194,141,-141
1114,2010-10-06,New Zealand,8,Solomon Islands,0,8,0,New Zealand,Solomon Islands,1752,1194,558,-558
1115,2010-10-06,Papua New Guinea,1,Cook Islands,0,1,0,Papua New Guinea,Cook Islands,1414,1087,327,-327
1116,2010-10-08,Solomon Islands,0,Cook Islands,2,2,0,Cook Islands,Solomon Islands,1087,1194,-107,107
1117,2010-10-08,New Zealand,11,Papua New Guinea,0,11,0,New Zealand,Papua New Guinea,1752,1414,338,-338
1118,2010-10-28,Costa Rica,1,Guatemala,0,1,0,Costa Rica,Guatemala,1520,1301,219,-219
1119,2010-10-28,USA,5,Haiti,0,5,0,USA,Haiti,2227,1397,830,-830
1120,2010-10-29,Trinidad and Tobago,0,Canada,1,1,0,Canada,Trinidad and Tobago,1946,1521,425,-425
1121,2010-10-29,Mexico,7,Guyana,2,7,2,Mexico,Guyana,1775,1262,513,-513
1122,2010-10-30,Haiti,0,Costa Rica,3,3,0,Costa Rica,Haiti,1520,1397,123,-123
1123,2010-10-30,USA,9,Guatemala,0,9,0,USA,Guatemala,2227,1301,926,-926
1124,2010-10-31,South Africa,2,Tanzania,1,2,1,South Africa,Tanzania,1411,873,538,-538
1125,2010-10-31,Canada,8,Guyana,0,8,0,Canada,Guyana,1946,1262,684,-684
1126,2010-10-31,Mexico,2,Trinidad and Tobago,0,2,0,Mexico,Trinidad and Tobago,1775,1521,254,-254
1127,2010-11-01,Guatemala,0,Haiti,1,1,0,Haiti,Guatemala,1397,1301,96,-96
1128,2010-11-01,USA,4,Costa Rica,0,4,0,USA,Costa Rica,2227,1520,707,-707
1129,2010-11-01,Nigeria,5,Mali,0,5,0,Nigeria,Mali,1656,1260,396,-396
1130,2010-11-02,Guyana,1,Trinidad and Tobago,4,4,1,Trinidad and Tobago,Guyana,1521,1262,259,-259
1131,2010-11-02,Mexico,0,Canada,3,3,0,Canada,Mexico,1946,1775,171,-171
1132,2010-11-02,Equatorial Guinea,2,Cameroon,2,2,2,Equatorial Guinea,Cameroon,1348,1323,25,-25
1133,2010-11-02,Algeria,1,Ghana,2,2,1,Ghana,Algeria,1535,1354,181,-181
1134,2010-11-03,Morocco,0,Senegal,1,1,0,Senegal,Morocco,1290,1338,-48,48
1135,2010-11-03,Sierra Leone,1,Guinea,1,1,1,Sierra Leone,Guinea,1132,1076,56,-56
1136,2010-11-03,Tanzania,1,Ethiopia,1,1,1,Tanzania,Ethiopia,873,1067,-194,194
1137,2010-11-04,Argentina,3,Bolivia,0,3,0,Argentina,Bolivia,1649,1210,439,-439
1138,2010-11-04,Ecuador,1,Chile,2,2,1,Chile,Ecuador,1481,1473,8,-8
1139,2010-11-04,South Africa,1,Nigeria,2,2,1,Nigeria,South Africa,1656,1411,245,-245
1140,2010-11-04,Mali,3,Tanzania,2,3,2,Mali,Tanzania,1260,873,387,-387
1141,2010-11-05,Paraguay,0,Colombia,3,3,0,Colombia,Paraguay,1577,1401,176,-176
1142,2010-11-05,Brazil,4,Venezuela,0,4,0,Brazil,Venezuela,2124,1337,787,-787
1143,2010-11-05,Canada,4,Costa Rica,0,4,0,Canada,Costa Rica,1946,1520,426,-426
1144,2010-11-05,Mexico,2,USA,1,2,1,Mexico,USA,1775,2227,-452,452
1145,2010-11-05,Equatorial Guinea,1,Algeria,0,1,0,Equatorial Guinea,Algeria,1348,1354,-6,6
1146,2010-11-05,Ghana,1,Cameroon,2,2,1,Cameroon,Ghana,1323,1535,-212,212
1147,2010-11-06,Chile,1,Argentina,2,2,1,Argentina,Chile,1649,1481,168,-168
1148,2010-11-06,Ecuador,2,Peru,1,2,1,Ecuador,Peru,1473,1522,-49,49
1149,2010-11-07,Venezuela,0,Paraguay,4,4,0,Paraguay,Venezuela,1401,1337,64,-64
1150,2010-11-07,Uruguay,0,Brazil,4,4,0,Brazil,Uruguay,2124,1401,723,-723
1151,2010-11-07,South Africa,4,Mali,0,4,0,South Africa,Mali,1411,1260,151,-151
1152,2010-11-07,Tanzania,0,Nigeria,3,3,0,Nigeria,Tanzania,1656,873,783,-783
1153,2010-11-08,Chile,3,Bolivia,0,3,0,Chile,Bolivia,1481,1210,271,-271
1154,2010-11-08,Argentina,2,Peru,0,2,0,Argentina,Peru,1649,1522,127,-127
1155,2010-11-08,Costa Rica,0,USA,3,3,0,USA,Costa Rica,2227,1520,707,-707
1156,2010-11-08,Mexico,0,Canada,1,1,0,Canada,Mexico,1946,1775,171,-171
1157,2010-11-08,Ghana,1,Equatorial Guinea,3,3,1,Equatorial Guinea,Ghana,1348,1535,-187,187
1158,2010-11-08,Cameroon,2,Algeria,1,2,1,Cameroon,Algeria,1323,1354,-31,31
1159,2010-11-09,Colombia,5,Venezuela,0,5,0,Colombia,Venezuela,1577,1337,240,-240
1160,2010-11-09,Paraguay,4,Uruguay,0,4,0,Paraguay,Uruguay,1401,1401,0,0
1161,2010-11-10,Peru,1,Chile,3,3,1,Chile,Peru,1481,1522,-41,41
1162,2010-11-10,Ecuador,4,Bolivia,3,4,3,Ecuador,Bolivia,1473,1210,263,-263
1163,2010-11-11,Venezuela,5,Uruguay,2,5,2,Venezuela,Uruguay,1337,1401,-64,64
1164,2010-11-11,Colombia,1,Brazil,2,2,1,Brazil,Colombia,2124,1577,547,-547
1165,2010-11-11,Nigeria,5,Cameroon,1,5,1,Nigeria,Cameroon,1656,1323,333,-333
1166,2010-11-11,South Africa,1,Equatorial Guinea,3,3,1,Equatorial Guinea,South Africa,1348,1411,-63,63
1167,2010-11-12,Bolivia,2,Peru,1,2,1,Bolivia,Peru,1210,1522,-312,312
1168,2010-11-12,Ecuador,1,Argentina,0,1,0,Ecuador,Argentina,1473,1649,-176,176
1169,2010-11-13,Uruguay,0,Colombia,8,8,0,Colombia,Uruguay,1577,1401,176,-176
1170,2010-11-13,Brazil,3,Paraguay,0,3,0,Brazil,Paraguay,2124,1401,723,-723
1171,2010-11-14,South Africa,2,Cameroon,0,2,0,South Africa,Cameroon,1411,1323,88,-88
1172,2010-11-14,Nigeria,4,Equatorial Guinea,2,4,2,Nigeria,Equatorial Guinea,1656,1348,308,-308
1173,2010-11-17,Chile,1,Colombia,1,1,1,Chile,Colombia,1481,1577,-96,96
1174,2010-11-17,Brazil,4,Argentina,0,4,0,Brazil,Argentina,2124,1649,475,-475
1175,2010-11-19,Chile,0,Argentina,0,0,0,Chile,Argentina,1481,1649,-168,168
1175,2010-11-19,Chile,0,Argentina,0,0,0,Chile,Argentina,1481,1644,-163,163
1175,2010-11-19,Chile,0,Argentina,0,0,0,Chile,Argentina,1517,1649,-132,132
1175,2010-11-19,Chile,0,Argentina,0,0,0,Chile,Argentina,1517,1644,-127,127
1176,2010-11-19,Brazil,5,Colombia,0,5,0,Brazil,Colombia,2124,1577,547,-547
1176,2010-11-19,Brazil,5,Colombia,0,5,0,Brazil,Colombia,2124,1611,513,-513
1176,2010-11-19,Brazil,5,Colombia,0,5,0,Brazil,Colombia,2116,1577,539,-539
1176,2010-11-19,Brazil,5,Colombia,0,5,0,Brazil,Colombia,2116,1611,505,-505
1177,2010-11-21,Colombia,1,Argentina,0,1,0,Colombia,Argentina,1611,1644,-33,33
1178,2010-11-21,Chile,1,Brazil,3,3,1,Brazil,Chile,2116,1517,599,-599
1179,2011-01-21,Sweden,2,USA,1,2,1,Sweden,USA,2063,2185,-122,122
1180,2011-01-21,China PR,2,Canada,3,3,2,Canada,China PR,1974,1916,58,-58
1181,2011-01-23,China PR,2,Sweden,1,2,1,China PR,Sweden,1916,2063,-147,147
1182,2011-01-23,USA,2,Canada,1,2,1,USA,Canada,2185,1974,211,-211
1183,2011-01-25,Canada,1,Sweden,0,1,0,Canada,Sweden,1974,2063,-89,89
1184,2011-01-25,China PR,0,USA,2,2,0,USA,China PR,2185,1916,269,-269
1185,2011-03-02,Norway,2,Finland,1,2,1,Norway,Finland,2002,1828,174,-174
1186,2011-03-02,USA,2,Japan,1,2,1,USA,Japan,2185,2036,149,-149
1187,2011-03-02,Sweden,1,Iceland,2,2,1,Iceland,Sweden,1824,2063,-239,239
1188,2011-03-02,China PR,0,Denmark,1,1,0,Denmark,China PR,1895,1916,-21,21
1189,2011-03-02,Portugal,3,Wales,1,3,1,Portugal,Wales,1564,1509,55,-55
1190,2011-03-02,Romania,2,Chile,0,2,0,Romania,Chile,1577,1517,60,-60
1191,2011-03-02,Canada,1,Scotland,0,1,0,Canada,Scotland,1974,1753,221,-221
1192,2011-03-02,England,2,Italy,0,2,0,England,Italy,1973,1952,21,-21
1193,2011-03-02,France,2,Switzerland,0,2,0,France,Switzerland,1998,1736,262,-262
1194,2011-03-02,New Zealand,1,Netherlands,4,4,1,Netherlands,New Zealand,1871,1764,107,-107
1195,2011-03-02,Korea Republic,3,Northern Ireland,1,3,1,Korea Republic,Northern Ireland,1820,1389,431,-431
1196,2011-03-02,Russia,0,Mexico,0,0,0,Russia,Mexico,1815,1781,34,-34
1197,2011-03-03,FYR Macedonia,1,Lithuania,1,1,1,FYR Macedonia,Lithuania,1009,1320,-311,311
1198,2011-03-03,Luxembourg,2,Latvia,0,2,0,Luxembourg,Latvia,1214,1234,-20,20
1199,2011-03-03,Malta,1,Georgia,0,1,0,Malta,Georgia,1114,1053,61,-61
1200,2011-03-03,Faroe Islands,0,Armenia,1,1,0,Armenia,Faroe Islands,1086,1351,-265,265
1201,2011-03-04,Japan,5,Finland,0,5,0,Japan,Finland,2036,1828,208,-208
1202,2011-03-04,USA,2,Norway,0,2,0,USA,Norway,2185,2002,183,-183
1203,2011-03-04,Iceland,2,China PR,1,2,1,Iceland,China PR,1824,1916,-92,92
1204,2011-03-04,Denmark,1,Sweden,3,3,1,Sweden,Denmark,2063,1895,168,-168
1205,2011-03-04,Portugal,0,Chile,0,0,0,Portugal,Chile,1564,1517,47,-47
1206,2011-03-04,Wales,2,Romania,1,2,1,Wales,Romania,1509,1577,-68,68
1207,2011-03-04,England,0,Scotland,2,2,0,Scotland,England,1753,1973,-220,220
1208,2011-03-04,Italy,0,Canada,1,1,0,Canada,Italy,1974,1952,22,-22
1209,2011-03-04,France,1,Netherlands,2,2,1,Netherlands,France,1871,1998,-127,127
1210,2011-03-04,Switzerland,1,New Zealand,2,2,1,New Zealand,Switzerland,1764,1736,28,-28
1211,2011-03-04,Russia,2,Northern Ireland,1,2,1,Russia,Northern Ireland,1815,1389,426,-426
1212,2011-03-04,Korea Republic,1,Mexico,1,1,1,Korea Republic,Mexico,1820,1781,39,-39
1213,2011-03-05,FYR Macedonia,5,Luxembourg,1,5,1,FYR Macedonia,Luxembourg,1009,1214,-205,205
